date,air_humidity_DWD,air_temperature_daily_max_DWD,air_temperature_daily_mean_DWD,air_temperature_daily_min_DWD,precipitation_DWD,snow_height_DWD,sunshine_hours_DWD,wind_speed_max_DWD
8/13/2009,74,22.2,17.2,12.3,0,0,6.2,7.4
8/14/2009,70,22.5,16.3,10.1,0,0,9,5.9
8/15/2009,57,28,20.9,13.2,0,0,13.5,9.5
8/16/2009,69,25.7,20.4,16,0,0,10.7,9.7
8/17/2009,78,25.5,18.5,13.4,3.5,0,6.5,12.3
8/18/2009,71,24.2,18,12.4,0,0,11.2,8.3
8/19/2009,57,30.7,21.7,12.6,0,0,12.3,7.6
8/20/2009,56,36.1,25.3,16.4,6.8,0,8.7,14.8
8/21/2009,72,23.2,18.7,13.3,0,0,5.2,7.9
8/22/2009,70,22.7,16.3,10.9,0,0,8.5,8.3
8/23/2009,61,25.3,17.8,8.9,0,0,12.4,8.9
8/24/2009,53,28,20.5,11.6,0,0,13,9.4
8/25/2009,77,22.4,19.4,13.7,1,0,0,8.6
8/26/2009,65,24.6,18.3,12.2,0,0,7.4,8.7
8/27/2009,59,28.5,21.5,14.9,0,0,10.5,11.4
8/28/2009,65,23.1,18.1,11.8,0.2,0,5.2,14.2
8/29/2009,75,20.6,13.5,9.8,1.3,0,6.3,13.8
8/30/2009,71,18.9,14,9.2,0,0,2.7,10.3
8/31/2009,56,26.2,19.1,10.7,0,0,12.7,8.3
9/1/2009,62,27.9,20.1,15.1,3.8,0,5.6,12.6
9/2/2009,74,21.5,16.5,12.8,2.6,0,4.6,9.3
9/3/2009,77,19.3,15.1,12.3,0.2,0,3.4,17
9/4/2009,68,18.8,14.3,11.2,6.8,0,5.3,14.2
9/5/2009,85,17.9,13.5,10.8,15.4,0,3.3,13.5
9/6/2009,80,18.6,13.8,10.4,0,0,0.9,8.8
9/7/2009,74,22.5,16.1,10.3,0,0,8.2,7.1
9/8/2009,67,27,18.6,10.5,0,0,12.1,6.1
9/9/2009,71,25.3,18.5,11.6,0.2,0,5.4,9.4
9/10/2009,75,18.5,15.3,11.6,0,0,0.5,9
9/11/2009,74,20,14.7,9.2,0,0,7.1,9.5
9/12/2009,79,18.9,13.9,9.2,0,0,4.4,7.5
9/13/2009,80,17.9,13.7,10,1.3,0,3.1,11.6
9/14/2009,78,17.7,14.1,11.9,4.8,0,1.5,11.6
9/15/2009,90,15.7,14.4,13.2,4.8,0,0,9.3
9/16/2009,81,19.6,15.5,11.5,0,0,0.8,9.5
9/17/2009,72,18,12.8,7.9,0,0,9.7,8
9/18/2009,76,21.1,13.8,6.2,0,0,10.6,7.4
9/19/2009,74,24.6,16.8,9.9,0,0,10.2,6.8
9/20/2009,81,23.8,17.2,11.9,0,0,6,10.3
9/21/2009,78,19.7,13.8,7.9,0,0,7.9,7.1
9/22/2009,68,22.1,15.3,7.5,0,0,7.2,9.8
9/23/2009,78,19.9,15.6,13,0,0,1.2,8.5
9/24/2009,69,19.8,14.8,9.5,0,0,6.1,7.2
9/25/2009,83,16.9,12.3,7.9,0,0,4,4.2
9/26/2009,76,19.6,12.8,7.2,0,0,8.4,4
9/27/2009,77,20.5,13.1,5.7,0,0,10.3,5.5
9/28/2009,85,17.9,13.9,9.8,0,0,0.6,9.2
9/29/2009,90,16.8,14.5,12.1,6.8,0,0.1,11.6
9/30/2009,89,16,13.3,10.1,2.6,0,1.4,9.1
10/1/2009,80,15.2,12,7.1,0.2,0,2.3,12.4
10/2/2009,88,12.1,9.1,7.4,2.6,0,0.5,8.6
10/3/2009,78,14.5,12.2,9.9,2.8,0,0.8,17.6
10/4/2009,71,14.6,11.6,7,0,0,4.6,15.1
10/5/2009,83,13.2,9.4,3.4,2.6,0,0.9,6.2
10/6/2009,93,17.7,13.4,10.8,4.6,0,0,13
10/7/2009,88,21.7,17.2,11.4,44.6,0,1.4,14.4
10/8/2009,86,14.2,10.6,6.6,5.1,0,5,8.8
10/9/2009,78,13.1,8.2,3.4,2.9,0,7.6,8.1
10/10/2009,91,14.3,10.4,6.7,3.6,0,0.1,9.2
10/11/2009,92,14.3,10.9,8.4,7.6,0,0.2,10.4
10/12/2009,82,11.8,8.6,5.5,1.3,0,2.4,13
10/13/2009,82,11.4,6.8,0.5,0,0,4,12.3
10/14/2009,76,8.4,2.9,-1.6,0,0,5.8,9.1
10/15/2009,74,9.6,3,-2.4,0.9,0,8.3,11.1
10/16/2009,84,11.7,8,1.6,2.9,0,1.7,18.4
10/17/2009,80,10.1,6.6,2.2,0.9,0,2.4,11.7
10/18/2009,81,10.8,5,0.6,0,0,7,4.5
10/19/2009,79,11.1,6.9,2.2,0,0,0.8,6.9
10/20/2009,70,10.2,5.7,0.9,0,0,7.7,10.7
10/21/2009,71,10.6,6.3,2.8,0,0,4.2,12
10/22/2009,80,8.6,6.3,3.9,0.3,0,2.2,10.1
10/23/2009,85,12.2,8.5,6.3,0,0,0,3
10/24/2009,84,13.1,10.5,6.4,2.1,0,1.8,8.8
10/25/2009,82,14.8,12.9,10.6,0,0,2.2,9.7
10/26/2009,89,12.5,11.5,10.8,4.8,0,0,10.8
10/27/2009,92,13.1,10.9,7.9,0,0,0,9
10/28/2009,83,14.5,10.5,8.5,0.2,0,3.7,6.5
10/29/2009,94,13.6,11.8,10.2,0.1,0,0,3.3
10/30/2009,92,12.2,9.7,4.1,0,0,1.9,6.8
10/31/2009,87,9.4,6,2.4,0,0,0.8,5.3
11/1/2009,84,12.6,9.7,6.9,19.4,0,0.1,13.2
11/2/2009,88,13.2,10.7,7.7,0.1,0,1.6,7.2
11/3/2009,82,10.6,7.8,4.9,6.3,0,4.3,12.1
11/4/2009,89,10.1,8,6.2,2.6,0,1.5,10.7
11/5/2009,90,9.1,7.7,6.9,2.8,0,0,12.4
11/6/2009,84,11.5,9,7.6,1.6,0,1.4,9.9
11/7/2009,87,8.8,7.3,5.4,2.2,0,0,12.4
11/8/2009,89,9.6,6.7,3.8,0,0,2.9,6.9
11/9/2009,92,7.1,6,4.5,5.2,0,0,9.6
11/10/2009,95,6.9,6.1,5.1,17,0,0,7.2
11/11/2009,92,8,7.2,6.6,2,0,0,9
11/12/2009,90,8.6,6.2,3.5,0.8,0,0,8.7
11/13/2009,83,14.9,11.4,7.3,1.2,0,0.1,10.6
11/14/2009,74,15.4,12.7,10.9,0.9,0,0,14.3
11/15/2009,85,12.7,10,7.4,2.7,0,1.3,11.2
11/16/2009,87,13.1,9.6,6.7,0.6,0,0,11.1
11/17/2009,76,12.2,10.7,8.9,0,0,0,11.6
11/18/2009,79,12.3,10.3,8.6,2.3,0,0.6,20.4
11/19/2009,70,12.3,11,9.5,0,0,5.4,15.1
11/20/2009,64,16.7,13.4,10,0.3,0,6.2,11.9
11/21/2009,79,16.3,13.3,10.8,1.3,0,4.7,8.9
11/22/2009,71,14,11.6,7.2,2.1,0,1.3,19.3
11/23/2009,82,11.2,9.3,7.2,22.3,0,0,21
11/24/2009,81,13.2,10.8,9.1,0.9,0,0,15.2
11/25/2009,74,13.3,11.5,8.8,1.2,0,0.4,15.3
11/26/2009,77,10.6,8.5,6.4,12,0,0.3,18.6
11/27/2009,84,7.9,6.9,5.6,3.6,0,0.1,18.6
11/28/2009,85,8.4,7.2,5.9,8.8,0,0,17.9
11/29/2009,76,11.3,9.6,8.2,0.2,0,0.1,13.4
11/30/2009,84,8.8,6.2,2.4,0,0,1.5,7.5
12/1/2009,87,5.7,2.6,-2.3,0,0,5.4,5.4
12/2/2009,87,6.6,2.3,-2.6,0.3,0,0.4,8.2
12/3/2009,82,10.1,7.6,5.7,0.5,0,1.8,11.4
12/4/2009,79,7.8,5.2,3.7,0,0,0.1,11.9
12/5/2009,85,7.6,5,3.3,10,0,0,12.7
12/6/2009,89,11.6,9.3,7.1,4,0,1,11.1
12/7/2009,84,8.4,6.4,2.9,0.5,0,3.4,9.8
12/8/2009,93,7.4,6.3,5.1,4.5,0,0,11
12/9/2009,89,8,6.5,5,12.8,0,2.3,8.7
12/10/2009,93,9.3,8.4,7.3,9.3,0,0,11.2
12/11/2009,91,8.1,5.2,2.6,2.6,0,0,11.1
12/12/2009,87,3.8,2.9,1.2,0,0,0,9.1
12/13/2009,83,2.7,0.8,-1.6,0,0,3,8.1
12/14/2009,81,0.5,-1.1,-2.1,0,0,5.1,5.9
12/15/2009,85,0.2,-1.3,-4,0,0,1.1,5
12/16/2009,82,-0.2,-2.2,-4.9,1,0,5,8
12/17/2009,85,-1.9,-2.9,-7,1,1,0,6.6
12/18/2009,85,-2.2,-5.1,-12.6,1.8,2,0,11.8
12/19/2009,81,-9.9,-12.1,-14.7,0.1,8,2.4,6.6
12/20/2009,84,-1.3,-6.1,-10.6,3.3,7,0,11.7
12/21/2009,78,0.4,-1.6,-2.7,0.8,9,3.8,13.2
12/22/2009,92,1.8,0.9,-0.7,3.2,9,0,10.6
12/23/2009,89,1.3,-0.4,-4.1,0,7,2.2,9.6
12/24/2009,92,2.5,-1.2,-4.8,6.8,6,1.6,8.1
12/25/2009,93,5.1,2.2,0.6,7.3,4,0,18.9
12/26/2009,81,6.8,3.9,1.8,0.4,0,5,15
12/27/2009,82,4.8,3.3,2.3,3.5,0,0,11.8
12/28/2009,91,5.2,2.1,-2.9,0.2,0,2.1,13.5
12/29/2009,95,0.8,-0.6,-2.6,4.6,0,1.2,8.5
12/30/2009,95,0.1,-0.2,-0.8,10.7,3,0,8.7
12/31/2009,95,-0.8,-1.3,-1.8,7.2,3,0,8.3
1/1/2010,91,-1.5,-2.1,-3.3,0.2,10,0,7.4
1/2/2010,89,-2,-3.7,-5.3,7.5,9,0,5.9
1/3/2010,91,-3.5,-4.6,-5.6,0.2,17,0.3,6.5
1/4/2010,89,-3.3,-4.9,-7.4,0.3,16,1,9.1
1/5/2010,90,-0.7,-1.9,-3.3,1.1,15,0,8.2
1/6/2010,88,-2,-3.5,-5.2,0,14,0.3,3.9
1/7/2010,89,-1.6,-2.9,-4.1,0.4,14,0,4.4
1/8/2010,91,-2.5,-4.6,-7.7,0.5,13,0,11.7
1/9/2010,89,-0.5,-2,-4,4.6,11,0,13.9
1/10/2010,88,-0.6,-1.6,-1.9,1.5,15,0,10.8
1/11/2010,89,0,-1.2,-2.8,0.6,15,0,8.6
1/12/2010,87,-2.7,-4.7,-6.7,0,14,0,9.3
1/13/2010,83,-2.7,-5.1,-8.2,0,14,4.5,11.4
1/14/2010,88,0.6,-1.5,-3.9,0,13,0,6.4
1/15/2010,90,0.9,0.2,-1.6,0,13,0,5.1
1/16/2010,86,0.5,-0.8,-1.7,5,12,0,11.5
1/17/2010,95,3.3,1.6,-0.6,4.8,12,0,11.1
1/18/2010,95,4.7,3.4,2.7,3.3,6,0,8.2
1/19/2010,96,4.9,3.7,1.2,1.5,0,0,6.2
1/20/2010,94,3,1.7,0.4,0,0,0.3,6.9
1/21/2010,89,1.8,-0.6,-2.2,0,0,0,8.7
1/22/2010,89,-1.5,-2.9,-4.5,0,0,0,8.5
1/23/2010,88,-2.4,-3.7,-5,0,0,0,8.1
1/24/2010,86,-2.7,-3.9,-5.5,3.1,0,0,6.7
1/25/2010,84,-5,-6.5,-10.7,0,5,0.8,7.2
1/26/2010,79,-7.9,-11.1,-13.6,0,5,7,6.8
1/27/2010,79,1.7,-6,-14,2.3,5,0,16.5
1/28/2010,89,2.5,1.4,0.1,4,4,0,14.2
1/29/2010,93,1,0.4,-0.5,6.2,6,0,11.3
1/30/2010,86,-0.5,-2.1,-5.2,1.4,6,0.3,9.4
1/31/2010,85,2.6,0.2,-2.2,0.2,7,2.4,10.8
2/1/2010,85,1.3,-0.3,-4.1,2.1,6,0,11.7
2/2/2010,91,1.7,-0.3,-4,17.5,9,0,15
2/3/2010,90,3.4,1,-1.1,3.5,11,2.4,10.8
2/4/2010,91,5.9,2.8,-1.1,0.3,9,0,9.6
2/5/2010,85,5.9,2.8,0.8,0,8,0.8,10
2/6/2010,90,2,0.7,0,0,6,0.1,7.9
2/7/2010,88,0.5,-1.6,-5.8,0,5,0,7.8
2/8/2010,83,-3.7,-5,-6.6,0,5,0,8.8
2/9/2010,82,-3.7,-5.1,-6.6,1.8,4,0,6.5
2/10/2010,87,-4.2,-5,-5.9,1.3,8,0,8.2
2/11/2010,83,-2.1,-3.4,-4.7,0,9,0,13.7
2/12/2010,85,-3.1,-3.8,-5.1,0.6,8,0,8.6
2/13/2010,84,-1.8,-3.1,-4.2,1.9,9,0,7.2
2/14/2010,87,-3.9,-4.9,-8.4,0,12,0,5.7
2/15/2010,84,-1.5,-5.5,-10.9,0.1,11,4.3,7.6
2/16/2010,74,2,-1.8,-5.3,0,10,5.6,7.9
2/17/2010,74,2.1,-2.3,-8.1,0,10,3.5,6.8
2/18/2010,88,3.7,2.3,0.2,0.7,8,0,8.7
2/19/2010,75,8,4,1.3,0,7,2.1,11.7
2/20/2010,82,3.8,1.1,-2,2.4,2,1.5,13.2
2/21/2010,82,3.3,0.8,-2.8,0,2,0.5,9.3
2/22/2010,82,8,4.7,2.1,10.4,0,0.1,16.6
2/23/2010,92,8,1.8,0.4,2.3,0,0,11.7
2/24/2010,89,10.8,5.7,1.2,2.3,0,1.8,10.2
2/25/2010,82,10.9,8.1,6.8,1.6,0,1.1,13.6
2/26/2010,83,12.6,7.8,4.7,5.2,0,1.2,17.1
2/27/2010,75,8.6,6.5,4.6,0.6,0,1.8,16
2/28/2010,79,10.9,6.6,2.9,17.3,0,0.3,23.3
3/1/2010,81,7.3,3.7,1,0,0,2.8,16.8
3/2/2010,78,7,2.6,-0.4,0,0,7.3,11.8
3/3/2010,78,6.1,2.7,-0.5,0,0,5,6.9
3/4/2010,73,5.1,0.1,-3.1,0,0,5.8,11.2
3/5/2010,84,3.4,-0.8,-6,12.5,0,4.2,15.4
3/6/2010,80,0.2,-2,-6.4,0,10,7.9,12.7
3/7/2010,66,0.9,-3.8,-9.8,0.7,6,9.2,6.1
3/8/2010,82,0.8,-1.9,-5.2,0.5,6,0.3,6.7
3/9/2010,72,2.1,-2.4,-8,0,5,10.1,7.2
3/10/2010,80,1.8,-2.3,-6.1,0,4,10.4,8.8
3/11/2010,89,2.5,-1.3,-3.7,1.8,4,1.1,8
3/12/2010,81,6.4,3.2,0.4,0,3,0,10.7
3/13/2010,85,6.6,4,1.6,1.9,0,0,13.9
3/14/2010,86,7.5,4.6,1,4,0,0,16.8
3/15/2010,88,6.3,4,0.9,5.9,0,1.1,15.6
3/16/2010,84,6.1,3.9,-0.7,0,0,0.9,8
3/17/2010,67,13.3,8,3.2,0,0,5.9,11.5
3/18/2010,54,17,11.4,5.4,0,0,8.3,9.7
3/19/2010,67,16.3,12.8,10.1,4.6,0,0.4,12.9
3/20/2010,86,15.1,13.2,11,14.6,0,0.1,12
3/21/2010,86,12.4,9.4,3.4,1.7,0,2.5,13.2
3/22/2010,83,12.8,7.4,0.3,0,0,4.5,8.3
3/23/2010,67,14.2,9.8,5.6,0,0,7.9,9.1
3/24/2010,63,18.7,11.8,5.3,0,0,7.9,8.9
3/25/2010,60,21.3,14.4,6.3,0,0,5.7,9.8
3/26/2010,81,14.9,10.1,5.6,8.7,0,0.8,13.5
3/27/2010,78,12.8,9.2,6.5,0.4,0,0.8,9.9
3/28/2010,76,13,8.9,6.6,0.6,0,2.7,15
3/29/2010,82,12.7,8.8,6.8,4.9,0,3.4,7.2
3/30/2010,74,18.1,11.6,6.2,0,0,3.1,14
3/31/2010,64,13.5,8.1,4.3,0.8,0,6.6,17.4
4/1/2010,76,7.8,4.7,2,4.5,0,2.8,19.3
4/2/2010,52,12.9,7.9,2.6,0,0,10.7,11.4
4/3/2010,66,13.4,9.4,5.8,2.1,0,2.9,11.3
4/4/2010,80,12.6,8.5,6.2,4.9,0,5,14.4
4/5/2010,66,12.5,8.5,5.4,0,0,4.1,11.6
4/6/2010,53,16.6,11.3,4.8,0,0,12.4,8.9
4/7/2010,51,20.4,13.5,5.6,0,0,11.6,7.9
4/8/2010,80,11.9,9.6,4.4,1.9,0,0.3,7.8
4/9/2010,74,15,8.7,3.3,0,0,3.3,8.7
4/10/2010,76,11.9,6.5,1.9,0,0,3.5,9.3
4/11/2010,84,8.4,5.2,1.5,1.8,0,2.5,10.6
4/12/2010,71,14.5,8.2,3.3,0,0,7.2,11.3
4/13/2010,64,15.6,9.1,3.1,0,0,10.8,10.1
4/14/2010,65,14.3,8.9,2.5,0,0,10,10.5
4/15/2010,56,15,8.8,3,0,0,12.4,9.6
4/16/2010,66,11.8,7.2,2,0,0,4.6,10.1
4/17/2010,60,16.7,8.3,-0.2,0,0,13.2,5.5
4/18/2010,53,20,11.7,1.5,0,0,12.8,7.7
4/19/2010,60,13.6,8.2,3.7,0,0,12,8.7
4/20/2010,63,14.8,7.9,1.4,0,0,4.2,14.6
4/21/2010,60,10.2,6.3,3.3,0.3,0,8.2,17.6
4/22/2010,59,12.2,6.9,2.3,0,0,9,7.5
4/23/2010,56,13.9,7.6,-1,0,0,13.6,6.3
4/24/2010,50,17.8,10.7,0.9,0,0,12.4,8.6
4/25/2010,45,25.1,16.4,6.2,1.9,0,10,13.9
4/26/2010,83,17,12.4,8.4,7,0,0.9,9.9
4/27/2010,74,17.3,12.4,7.9,0,0,3.9,6.5
4/28/2010,61,21.4,14.8,6.5,0,0,10.5,6.8
4/29/2010,47,25.1,19.7,13.4,1.9,0,7.2,8.7
4/30/2010,80,19.4,13.3,7.7,0.9,0,3.1,13.8
5/1/2010,75,17.6,11.4,6.3,0.8,0,7.2,12.7
5/2/2010,87,13.5,9.3,5.6,0.8,0,0.8,9.7
5/3/2010,89,12.1,8.5,5.3,5,0,0,7.1
5/4/2010,72,12.2,7.3,2.7,0,0,5.5,11.3
5/5/2010,65,12.6,7.2,0.8,0,0,8,10.7
5/6/2010,82,9.9,6.6,4.2,13.9,0,0,14.5
5/7/2010,93,8.2,6.3,3.8,2.9,0,0,6.7
5/8/2010,87,11.8,8.1,5.8,0,0,0.1,5.4
5/9/2010,81,14.4,9.4,5.8,0,0,1.9,7.6
5/10/2010,65,10.4,7.8,5.6,0,0,0.2,6.5
5/11/2010,74,8.6,7.3,5.6,6.7,0,0,11.3
5/12/2010,93,8.9,7,6.2,2.4,0,0,7.6
5/13/2010,86,9.5,7.4,6,0,0,0,6.5
5/14/2010,74,12.1,8.7,5.9,0,0,2.4,7.4
5/15/2010,77,10.8,8.3,5.6,1,0,0,8.9
5/16/2010,62,17.3,11.6,6.7,0,0,11,13
5/17/2010,76,17.2,10.8,5.2,0,0,2.2,10.2
5/18/2010,72,15.4,9.6,4.5,0,0,7.2,12
5/19/2010,64,15.1,11.3,7.5,0,0,1.4,12.3
5/20/2010,54,20.8,13.9,8.6,0,0,5.8,11.1
5/21/2010,63,22,14.8,6.6,0,0,14.3,9.6
5/22/2010,75,23.3,14.5,8.8,0,0,7.9,8.6
5/23/2010,72,24.8,16.6,9.1,0.5,0,7.7,9.2
5/24/2010,69,24.3,17.3,10.3,0,0,9.2,19.6
5/25/2010,64,18.3,12.7,6.9,0,0,10.9,11.4
5/26/2010,75,13,9.3,4,2.3,0,4.6,8.4
5/27/2010,73,16.5,12.1,7.9,0.3,0,1.7,5.9
5/28/2010,65,19.1,13.1,6.1,0,0,9,12.9
5/29/2010,55,20.8,13.9,2.4,0,0,10,9.7
5/30/2010,87,17.5,12.8,8,11.8,0,1,17.1
5/31/2010,94,15,10.9,7.9,1.9,0,0.6,8.8
6/1/2010,67,21.1,14.9,9,0,0,6.9,10.1
6/2/2010,70,20.3,14.3,7.3,0,0,9.4,9.3
6/3/2010,59,22.6,16.3,7.8,0,0,15.4,10.1
6/4/2010,61,23.6,16.5,7.4,0,0,15.5,7.7
6/5/2010,59,26,18.5,9.1,0,0,14.7,5.8
6/6/2010,59,29.4,20.6,10.9,1.1,0,9.2,9.7
6/7/2010,74,19.8,16.6,11.6,0,0,3.4,14.7
6/8/2010,81,22.6,16.9,10.8,1.6,0,3.1,6.4
6/9/2010,86,23.2,18.8,16,10.6,0,2.2,6.5
6/10/2010,81,25.6,20.9,16.9,0.5,0,4.7,10
6/11/2010,73,26.1,20,14.7,0,0,6.4,19.5
6/12/2010,76,18.4,14.7,9.1,0.3,0,5.5,10
6/13/2010,68,18.2,13.3,7.3,0,0,5.4,6
6/14/2010,62,20.7,16,10.9,0,0,9.3,7.6
6/15/2010,62,19,13.8,8.7,0,0,11.9,10.3
6/16/2010,60,22.2,15.8,9.3,0,0,13.2,11.3
6/17/2010,55,23.9,17.7,9.1,0,0,15.8,11.9
6/18/2010,74,18.5,13.5,10.4,0,0,1.1,12.3
6/19/2010,77,15.4,11,7.8,2.7,0,2.3,13.4
6/20/2010,74,17.3,12.2,7,0,0,3.2,10.7
6/21/2010,71,18.6,12.8,7,0,0,3.6,7.2
6/22/2010,64,22.3,15.2,7.1,0,0,11.8,6.8
6/23/2010,57,24.8,17.9,8.2,0,0,15.6,7.9
6/24/2010,56,28.6,20.8,10.1,0,0,12.7,6.5
6/25/2010,61,24.9,19.3,12.5,0,0,9.6,8.7
6/26/2010,57,24.9,18.5,10.5,0,0,15.3,7.8
6/27/2010,53,28.6,21.3,11.3,0,0,15.7,7.3
6/28/2010,50,31.7,24.1,15.8,0,0,13.3,7
6/29/2010,52,30.6,23,15.9,0,0,11.8,10.7
6/30/2010,69,27.1,20.8,14.4,0.1,0,8,6.7
7/1/2010,57,31,24,15.2,0,0,9.5,8.8
7/2/2010,45,34.7,27,18.2,0,0,13,7.8
7/3/2010,60,36.9,26.2,18.3,9.9,0,10,16.5
7/4/2010,74,27.8,22,17.5,0,0,7.6,6.7
7/5/2010,68,24.1,19.1,13.2,0.1,0,5.4,11
7/6/2010,63,22.3,17,11.1,0,0,7.9,9.3
7/7/2010,55,26.2,19,9.5,0,0,14,7
7/8/2010,48,31.7,24.5,15.9,0,0,13.6,9
7/9/2010,49,35.5,26.8,16.9,0,0,10.8,9.9
7/10/2010,49,35.5,28,19.6,4.8,0,13.7,7.1
7/11/2010,69,32.1,25.7,20,0,0,9.2,15.2
7/12/2010,65,34.9,25.5,19.5,1.1,0,10.8,20.5
7/13/2010,57,28.7,22.9,15.8,0,0,9,7.6
7/14/2010,55,33.2,25.5,18.8,9.8,0,11.6,19
7/15/2010,60,25.9,20.8,13.7,0,0,12.3,15.4
7/16/2010,53,30.6,22.8,13.1,9,0,14.1,14
7/17/2010,73,24.9,19.2,13,0,0,7.9,13
7/18/2010,60,24.3,17.9,11.3,0,0,12.3,5.2
7/19/2010,51,29.3,21.4,11,0,0,15.1,8.3
7/20/2010,45,30.4,23.6,15.9,0,0,15,7.8
7/21/2010,52,34.3,24.9,17.8,4.9,0,8.9,11.9
7/22/2010,77,22.7,19.2,15.4,0,0,0.9,8.2
7/23/2010,63,26.4,20.5,14.3,0,0,9.4,9.1
7/24/2010,59,21.5,16.8,9.8,0,0,9.6,13.2
7/25/2010,66,22.9,16.6,8.4,2.1,0,9.5,7.4
7/26/2010,90,20.9,16.7,14.8,8.2,0,0.8,12.5
7/27/2010,78,24.4,18.1,14.5,0.1,0,5.4,6.8
7/28/2010,78,24.1,18.4,14.8,7.7,0,5.9,9.5
7/29/2010,90,20.2,15.1,12.8,11.9,0,2.5,12.1
7/30/2010,72,23,17.1,11.9,0,0,9.4,10.3
7/31/2010,66,25.6,19.2,12.4,0.5,0,1,12.9
8/1/2010,73,25.2,20.9,16.3,0.4,0,2.8,6.4
8/2/2010,89,18.8,16.3,13.8,8.3,0,0.6,6.6
8/3/2010,85,21,16.3,12.1,0.1,0,5.2,9.3
8/4/2010,83,22.6,16.2,11.7,4.9,0,2.1,12.2
8/5/2010,82,21.7,16.1,12.6,0.4,0,3.9,9.7
8/6/2010,68,22.9,16.9,11.2,0,0,11.3,6.3
8/7/2010,69,25.6,18.1,9.2,2.4,0,9.9,8.9
8/8/2010,91,20.7,17.4,15.4,11.2,0,1.8,6.1
8/9/2010,85,20.9,17.1,13.4,1.1,0,2,8.6
8/10/2010,71,26.4,19.8,11.9,4.1,0,7.8,9.9
8/11/2010,79,23.7,18.7,15.5,0.3,0,4.9,9.7
8/12/2010,67,23.7,18.1,13.2,0,0,9.6,9.6
8/13/2010,71,23.5,17,10.7,0,0,9.4,6.5
8/14/2010,73,24.2,18.2,11.7,0,0,8.9,7.5
8/15/2010,85,19,17.2,15.1,15.2,0,0,10
8/16/2010,93,17.8,15.4,13.8,11.3,0,0,4.5
8/17/2010,93,19.8,15,13.6,7.8,0,1,15.8
8/18/2010,86,21.5,16.1,12.2,3.9,0,1.5,11.4
8/19/2010,76,21.5,16.2,12.3,0,0,5.8,10.7
8/20/2010,66,26.4,19.8,11.9,0,0,11.4,8.1
8/21/2010,73,26.5,22,17.4,0,0,8.9,9.6
8/22/2010,81,25.7,20.8,17.5,8.9,0,4.4,9.9
8/23/2010,88,22.7,19,16.7,27,0,2.2,16.7
8/24/2010,73,20,16.4,11.5,7.6,0,8,15
8/25/2010,78,20.2,15.8,12.8,9.4,0,2.5,11.6
8/26/2010,97,16.8,15.2,13.4,131.1,0,0,8.1
8/27/2010,96,17.7,14.6,11.5,5.8,0,0,10.5
8/28/2010,86,17.7,12.6,9.3,12.5,0,7.3,10.5
8/29/2010,90,16,11.9,7.8,10.1,0,1.1,15.2
8/30/2010,91,16.4,10.9,7.4,3.5,0,1.4,13.1
8/31/2010,87,18.1,12.8,8.8,1,0,5.6,8.6
9/1/2010,87,17.2,12.9,9.9,0.2,0,1,6.9
9/2/2010,92,16.4,13.1,9.4,1,0,0.5,6.4
9/3/2010,91,17.4,13.1,9.2,1.2,0,0.8,4.8
9/4/2010,79,18.5,13.4,8.4,0,0,7.9,7.2
9/5/2010,78,18.3,12.2,6.3,0,0,11.8,9.2
9/6/2010,66,18.9,13.4,7.4,0,0,12.6,11.3
9/7/2010,66,16.5,13.7,10.2,2.3,0,0.6,11.8
9/8/2010,88,14.7,13.8,11.7,4.8,0,0,9.6
9/9/2010,91,18.4,14.7,11.6,0.1,0,0.7,8.3
9/10/2010,92,18.1,14.7,12.5,1.5,0,1.3,8.1
9/11/2010,78,22.4,17.6,14.1,0,0,8.5,8.8
9/12/2010,89,19.2,15.5,13.4,0.2,0,0.5,8.5
9/13/2010,83,18.4,14.2,11.4,5.2,0,2.6,9.1
9/14/2010,95,16,14.5,11.9,15.3,0,0,19.5
9/15/2010,75,17.1,13.3,9.8,9.4,0,7.4,17.1
9/16/2010,87,16.4,11.5,8.1,1.5,0,6,12.7
9/17/2010,83,15.7,11.4,9,0.4,0,4.7,12.6
9/18/2010,84,14.2,10.5,7.7,0.6,0,3,10.9
9/19/2010,82,15.6,11.2,6.5,0.4,0,2.7,10.5
9/20/2010,77,18.2,14.4,11.2,0,0,0.8,11
9/21/2010,84,19.9,15.1,10.1,0,0,6.9,6.3
9/22/2010,82,22.1,15.5,9.4,0,0,10.5,6.8
9/23/2010,76,23.4,17.5,10.4,0,0,8.8,9.1
9/24/2010,92,16.6,15,12.9,9.4,0,0,7.3
9/25/2010,81,15.1,11.1,6.7,0,0,6.1,11
9/26/2010,87,14.6,9.2,5,1.7,0,5,4.7
9/27/2010,95,12.4,10,9.1,17.6,0,0,8
9/28/2010,91,13,11.3,6,0.3,0,0.3,6.3
9/29/2010,88,13.4,7.9,4.6,0,0,2.3,5.8
9/30/2010,86,13.8,9.7,4.7,3.1,0,3.5,7.4
10/1/2010,89,15.7,12.1,10.4,3,0,3.9,7.1
10/2/2010,90,15.1,13,11.2,0.3,0,0,10.2
10/3/2010,76,21.7,17.7,14.3,0,0,5.9,11.4
10/4/2010,77,20.9,16.7,12.2,0,0,6.9,9.1
10/5/2010,84,20.1,15.5,11,0,0,4.7,9.5
10/6/2010,84,19.6,16.2,13.2,0,0,2.2,9.1
